mapping	gene_id	old_locus_tag	gene_name	gene_name_synonym	product	product_kegg	baseMean	log2FoldChange	lfcSE	lfc_MAP	lfcSE_MAP	stat	pvalue	padj	weight	gene_biotype	note
NC_013716.1	ROD_RS27790	NA	NA	NA	transposase	NA	684.356068749546	0.398541629729758	0.11753388516103	0.336867968743563	0.12297143154504	3.39086578465204	0.000696722118333147	0.00995329262168938	1.6354658006942	pseudogene	frameshifted
NC_013716.1	ROD_RS15795	ROD_32051	groS	NA	co-chaperone GroES	10 kda chaperonin (protein Cpn10) (groES protein)	3411.14335414418	-0.359005815307542	0.103778559685298	-0.309590138081862	0.107681757239253	-3.45934474708655	0.000541491344280001	0.0100352091038826	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS07910	ROD_15881	NA	NA	virulence factor SrfC family protein	putative virulence effector protein	406.379822874197	0.497679238767949	0.144922973056988	0.415991896874294	0.154760783774218	3.4340948730899	0.000594536065960484	0.0110558476821508	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS13380	ROD_27101	yfcG	NA	GSH-dependent disulfide bond oxidoreductase	putative glutathione S-transferase	54.174243227069	-1.40673017580115	0.373501266391515	-1.172553547743	0.415739272673299	-3.76633308205861	0.000165662750285833	0.0111882992090337	0.339357429718875	protein_coding	NA
NC_013716.1	ROD_RS01925	ROD_03821	NA	NA	NAD(P)-dependent alcohol dehydrogenase	putative zinc-binding dehydrogenase	473.704153356175	-0.452633543696426	0.132478706229711	-0.381167780515114	0.140162388974741	-3.41665129874972	0.000633964252615014	0.0117099312520823	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS07820	ROD_15691	narZ	NA	nitrate reductase subunit alpha	respiratory nitrate reductase 2 alpha chain	108.912305772429	-0.931067631366404	0.255813757388168	-0.772052782839442	0.282465723746081	-3.63963080356783	0.000273029219695837	0.0122836841687391	0.504615384615385	protein_coding	NA
NC_013716.1	ROD_RS27745	NA	NA	NA	IS200/IS605 family transposase	NA	736.013022670109	0.378372892780708	0.114555265892883	0.319525153903791	0.119436496295274	3.30297249830934	0.000956657695993622	0.0132175621402367	1.6354658006942	pseudogene	frameshifted
NC_013716.1	ROD_RS09715	ROD_19641	elbA	iraM	anti-adapter protein IraM	enhancing lycopene biosynthesis protein 1	225.308308299508	-0.606932518557025	0.182290174890187	-0.490813195132451	0.199959417622858	-3.32948563422383	0.000870065524682458	0.015524540462794	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS09930	ROD_20031	NA	NA	DUF4761 family protein	hypothetical prophage protein	277.145389974856	0.55153733927982	0.166192786721545	0.449359830773884	0.180494812014261	3.3186599139463	0.000904505153613461	0.0162748660314844	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS13710	ROD_27801	NA	NA	fimbrial protein	putative fimbrial subunit	70.7826457534388	-1.25087667842503	0.351825315311524	-1.01039038943911	0.403980883369469	-3.55539133765131	0.000377416906892812	0.0163600419706433	0.51167366532424	protein_coding	NA
NC_013716.1	ROD_RS18305	ROD_37171	NA	NA	oxidoreductase	putative oxidoreductase	188.407314508027	-0.658707096734462	0.200137314306913	-0.525311124797427	0.222347017263128	-3.29127578740428	0.00099734084884407	0.0164401768134209	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS24530	ROD_49921	hlyB	NA	ShlB/FhaC/HecB family hemolysin secretion/activation protein	putative haemolysin activator HlyB	375.135428785899	-0.541769373503179	0.165017593075149	-0.438730533494238	0.180006599654586	-3.28310068888508	0.00102671986675405	0.0168471802037765	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS24590	ROD_50031	NA	NA	type VI secretion system ImpA family N-terminal domain-containing protein	pseudogene	629.391574715648	-0.415873361213849	0.12610158678356	-0.347280172982968	0.132922533526192	-3.29792329994747	0.000974027369059278	0.0171771424487918	1.23493423677185	pseudogene	internal stop
NC_013716.1	ROD_RS14735	ROD_29911	NA	NA	DUF1106 domain-containing protein	T3SS component	192.355423183022	0.642663663190815	0.196788802209625	0.510937467512828	0.218516522797281	3.26575321346908	0.00109173349289657	0.0191127767680573	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS02735	ROD_05431	NA	NA	NfeD family protein	putative membrane protein	406.238649989719	-0.461124297425607	0.141828435983759	-0.377969055127523	0.151438509088026	-3.25128239782897	0.00114885682229818	0.0200785836937029	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS16835	ROD_34181	cts2B	tssC	type VI secretion system contractile sheath large subunit	T6SS protein Cts2B	457.781148594493	-0.437512944350245	0.136172166389837	-0.359188531739896	0.144749784675787	-3.21293958926762	0.00131383921119962	0.0210772317781167	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS10065	ROD_20311	rcsA	NA	transcriptional regulator RcsA	colanic acid capsullar biosynthesis activation protein A	255.201562761183	-0.559791551976312	0.173635680267592	-0.446567683431557	0.190322856380086	-3.2239430923046	0.00126438523390968	0.0215576864092908	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS21665	ROD_43941	glgX	NA	glycogen debranching protein GlgX	glycogen debranching enzyme	814.829418723249	-0.359402373981485	0.111460423185616	-0.302728780375315	0.115783614968536	-3.22448420443342	0.00126199818352201	0.0221184830081463	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS09775	ROD_19731	tcyL	NA	cystine ABC transporter permease	putative cystine ABC transporter, permease protein	812.806768414051	0.341352550165746	0.109324161591438	0.286159362581615	0.113161416659437	3.12238891381976	0.00179389789886667	0.022873168401292	1.6354658006942	protein_coding	NA
NC_013716.1	ROD_RS13850	ROD_28081	NA	NA	thiamine pyrophosphate-dependent enzyme	putative decarboxylase	120.807520742143	-0.787834949378132	0.246118541756005	-0.606656916832771	0.282370263226987	-3.20103858797916	0.00136933192614011	0.022873168401292	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS20045	ROD_40391	hslT	ibpA	heat shock chaperone IbpA	small heat shock protein A	1699.13973007269	-0.701330357384269	0.21903168752278	-0.543325369348557	0.249721198320553	-3.20195842581603	0.00136496696180396	0.022873168401292	1.25461538461538	protein_coding	NA
NC_013717.1	ROD_RS25085	ROD_p1111	NA	NA	autotransporter strand-loop-strand O-heptosyltransferase	putative adhesin glycosyltransferase	746.425507209503	-0.365208791137563	0.114535363560504	-0.304861528222838	0.119268978645915	-3.18861161989188	0.0014295780600009	0.0236387845504652	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS23630	ROD_47871	NA	NA	YqjK-like family protein	conserved hypothetical protein	164.795189806824	-0.680903088553903	0.213991252311207	-0.528968565006191	0.241728504662681	-3.18192020094198	0.00146302122667345	0.024403652603941	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS05620	ROD_11151	NA	NA	YceI family protein	putative exported protein	741.370930618686	-0.359262922940193	0.117519314301256	-0.294976646331352	0.122542329612441	-3.05705428147103	0.00223523794107395	0.0278731564380422	1.6354658006942	protein_coding	NA
NC_013718.1	ROD_RS25385	ROD_p2291	topB2	NA	type IA DNA topoisomerase	DNA topoisomerase III	739.625814858395	0.358701890543441	0.114871105964956	0.297930046423849	0.119557659774036	3.1226467920738	0.00179232701663802	0.0288898673041812	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS10005	ROD_20191	fliG	NA	flagellar motor switch protein FliG	puative flagellar motor switch protein	81.654140636299	1.05460970032122	0.31481621488861	0.825509999049961	0.365399698802276	3.34992179705347	0.000808343787710543	0.032124785602935	0.504615384615385	protein_coding	NA
NC_013716.1	ROD_RS18275	ROD_37111	malE	NA	maltose/maltodextrin ABC transporter substrate-binding protein MalE	maltose transport system, substrate-binding protein	161.651051475337	-0.67117149961634	0.217584179516492	-0.509719039196646	0.248479384874844	-3.08465211536883	0.00203790368220554	0.0325168754284323	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS02880	ROD_05731	ybdK	NA	YbdK family carboxylate-amine ligase	carboxylate-amine ligase	146.844586520099	-0.69030862614764	0.22563832398619	-0.519868244316244	0.259729459068883	-3.05935895087526	0.00221811208860806	0.0327752550599274	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS06285	ROD_12571	NA	NA	GlsB/YeaQ/YmgE family stress response membrane protein	putative transglycosylase associated protein	225.649680489368	-0.575205589979409	0.186596917205456	-0.444706392707993	0.208020161732891	-3.08261035923798	0.00205193630595344	0.0327752550599274	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS20840	ROD_42301	aldB	NA	aldehyde dehydrogenase AldB	aldehyde dehydrogenase B	161.318373209265	-0.672182850839681	0.217943401918676	-0.5103402751465	0.249072920265178	-3.08420830785463	0.00204094638072924	0.0327752550599274	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS10760	ROD_21721	wzx	NA	O152 family O-antigen flippase	putative O-antigen transporter	861.689439395768	0.325964185303082	0.107284136709244	0.272142479611693	0.110600275481091	3.03832603124256	0.00237896419826819	0.0348932315501016	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS12750	ROD_25771	NA	NA	serine acetyltransferase	hypothetical prophage protein	855.173928337084	0.325125541738091	0.107618014659087	0.270567986119839	0.110913485083361	3.02110704019235	0.00251852309761129	0.0389582562880582	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS19420	ROD_39241	NA	NA	dienelactone hydrolase family protein	putative carboxymethylenebutenolidase	712.37032140846	-0.352218775675937	0.116406934973127	-0.289147453064482	0.121144903557636	-3.02575422810719	0.00248013808297769	0.0394531388540366	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS20815	ROD_42251	NA	NA	glutathione S-transferase	putative glutathione S-transferase	170.278800521812	-0.636389177346629	0.211934443593934	-0.47515142864476	0.242794720593914	-3.00276428198689	0.00267539565119846	0.0411519295970865	1.25162337662338	protein_coding	NA
NC_013716.1	ROD_RS20885	ROD_42401	xylR	NA	XylR family transcriptional regulator	xylose operon regulatory protein	642.723019212536	-0.367775331929811	0.122189784120449	-0.298915200036281	0.127943126857158	-3.00986972501135	0.00261359765216138	0.0412448811841816	1.21509662524835	protein_coding	NA
NC_013716.1	ROD_RS11770	ROD_23801	NA	NA	hypothetical protein	putative exported protein	346.595242569339	-0.46123753866793	0.15423586912654	-0.360453115514123	0.167098261124215	-2.99046869758626	0.0027854967698604	0.0422711653355084	1.25461538461538	protein_coding	NA
NC_013716.1	ROD_RS16935	ROD_34391	fecI	NA	sigma-70 family RNA polymerase sigma factor	RNA polymerase sigma factor	346.725931852474	-0.50286879540848	0.168315842480228	-0.386940061406415	0.185674491154581	-2.98764981357921	0.00281131472023848	0.0430494107036858	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS01855	ROD_03671	NA	NA	type 1 fimbrial protein	putative major fimbrial subunit	202.975802754183	-0.603015623883996	0.202073137972751	-0.449628409010678	0.230306641887549	-2.98414539375991	0.00284371609018905	0.0431724204317628	1.23838514528629	protein_coding	NA
NC_013716.1	ROD_RS14460	ROD_29231	NA	NA	hypothetical protein	putative fimbrial protein	212.660454099864	-0.592019339632541	0.200357306509016	-0.439754200655357	0.228501764655851	-2.95481781996256	0.00312853732098637	0.0437449160402399	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS15435	ROD_31311	proV	NA	glycine betaine/L-proline ABC transporter ATP-binding protein ProV	glycine betaine/L-proline ABC transporter,ATP-binding protein	4000.34819442982	-0.63631619510286	0.216381750978594	-0.463318315230031	0.252371680892649	-2.94071099907962	0.00327459894381245	0.0454336600166221	1.33935742971888	protein_coding	NA
NC_013716.1	ROD_RS14795	ROD_30071	NA	NA	lytic transglycosylase domain-containing protein	putative LEE-encoded exported protein	291.467297798328	0.480553208165002	0.162224501571286	0.371164335128869	0.177134977182032	2.96227267466026	0.00305377213516491	0.0456394214000962	1.23493423677185	protein_coding	NA
NC_013716.1	ROD_RS21065	ROD_42721	NA	NA	YhjR family protein	conserved hypothetical protein	124.92444889	-0.714486221429881	0.243389943494289	-0.514027571344164	0.288530931970948	-2.93556180330288	0.00332944279867756	0.048564739370154	1.25461538461538	protein_coding	NA
